site_ref,site_name,site_lat,site_lon,site_alt,obs_source,obs_station_id,obs_station_url,obs_station_distance_m,obs_station_tier,obs_station_qc,obs_station_last_obs_epoch,generated_utc
pge:14629,Flinders Golf Club,-38.479000,145.012700,35,wu-pws,IFLINDER3,https://www.wunderground.com/dashboard/pws/IFLINDER3,736,nearby,-1,1788842624,2026-09-08T22:24:16Z
pge:14651,Blueys Beach,-32.355400,152.534000,4,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:14653,Cairns Bay,-38.486900,144.971000,34,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:14656,Kilcunda,-38.562200,145.492100,15,wu-pws,IVICTORI121,https://www.wunderground.com/dashboard/pws/IVICTORI121,1792,nearby,1,1788839936,2026-09-08T22:24:16Z
pge:14799,Middletons,-27.478900,151.839000,591,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:14800,Ma Ma Creek,-27.636960,152.143660,372,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15042,Bells Beach - Southside,-38.372280,144.278410,35,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15223,Stradbroke Hill,-27.513200,152.585000,270,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15320,Teewah Beach,-26.268870,153.066660,30,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15368,Towers,-26.777500,152.918000,311,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15405,Shoreham,-38.442000,145.042000,20,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15461,Flinders Monument,-38.474860,145.024130,40,wu-pws,IFLINDER3,https://www.wunderground.com/dashboard/pws/IFLINDER3,479,nearby,-1,1788842624,2026-09-08T22:24:16Z
pge:15542,Cars Lookout,-28.294100,152.418000,1032,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15574,Twelve Trees Ridge,-42.775800,146.068000,648,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15602,Lady Bay,-35.475600,138.293000,160,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15639,The Bluff,-35.592100,138.602000,9,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15640,Tappanapa,-35.643200,138.253000,167,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15641,Blowhole Beach,-35.647500,138.154000,224,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15642,Sellicks Beach,-35.338200,138.446900,60,wu-pws,IADELA1983,https://www.wunderground.com/dashboard/pws/IADELA1983,1315,nearby,1,1788852096,2026-09-08T22:24:16Z
pge:15643,Snapper Rocks,-35.269800,138.448000,19,wu-pws,IADELA2714,https://www.wunderground.com/dashboard/pws/IADELA2714,1684,nearby,-1,1788848384,2026-09-08T22:24:16Z
pge:15644,Fryer St,-35.065500,138.501000,46,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15645,Mount Terrible,-35.311100,138.523000,343,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15646,Boomer beach,-35.535900,138.673000,13,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15647,Middleton Beach,-35.512800,138.714000,12,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15649,Grants Headland - SE Bonnys,-31.607700,152.839400,35,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15650,Bartletts Reserve - NE Bonnys,-31.594800,152.842300,18,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15714,Mc Knob,-32.780900,151.250000,371,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15738,Camden Haven Airfield,-31.665700,152.742000,2,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15802,Goulburn airport,-34.810000,149.729000,643,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15815,North Entrance,-33.322300,151.517000,9,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15816,Tigrah,-31.806500,151.941000,176,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15829,Gulgong Airstrip,-32.299600,149.559000,449,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15933,Point Pass,-34.034500,139.022000,567,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15952,Cape Liptrap,-38.903610,145.920320,90,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15966,Great Missenden (Previously known as Landscape),-37.097300,145.171650,425,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:15967,Mt Dandenong,-37.834930,145.346830,445,wu-pws,IMELBO3706,https://www.wunderground.com/dashboard/pws/IMELBO3706,1075,nearby,1,1788820352,2026-09-08T22:24:16Z
pge:15968,Mt Donna Buang,-37.710280,145.657930,945,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:16045,Hallett Cove Lawns,-35.080500,138.496000,25,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:16087,Flight area,-27.296100,152.712000,348,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:16144,Killcare,-33.529100,151.359000,61,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:16342,Tooperang,-35.377600,138.705000,242,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:16422,Jondaryan Tow Sight,-27.463000,151.592000,387,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:16485,Clinton,-34.151200,138.064000,4,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:16515,Hayward Street,-35.541900,138.636000,17,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:16536,Helidon,-27.551800,152.112000,147,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:16559,The Spit,-27.939100,153.424000,4,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:16868,Jacobs Well,-27.774000,153.328000,2,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:16870,Eaglehawk Neck,-43.022300,147.925000,29,wu-pws,IEAGLE48,https://www.wunderground.com/dashboard/pws/IEAGLE48,895,nearby,1,1788850688,2026-09-08T22:24:16Z
pge:17231,Cabarita Point,-28.334000,153.572000,13,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:17288,Dinmore,-27.590000,152.822000,22,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:17529,Camden Park,-34.068000,150.709000,70,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:17530,Prospect Reservoir,-33.820200,150.922000,50,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:17541,Goat Hill,-31.796500,150.829000,878,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:17691,Boree Creek,-35.127800,146.612000,152,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:17692,Leeton Gliding Club,-34.497900,146.449000,148,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:17750,Minnie Waters (Nth Beach),-29.588900,153.332000,3,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:17751,Gatton,-27.415400,152.411000,89,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:17753,Minnie Waters (South),-29.765000,153.296000,10,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:17867,Camden Park,-34.044800,150.686000,66,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:17886,Gloucester Airfield,-32.052700,151.976000,118,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:17887,Jondaryan,-27.451700,151.562000,380,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:17912,One Tree Hill,-28.309400,152.290000,752,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18019,Bathurst Bash,-33.476000,149.565000,669,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18021,Dee's Tow Site,-31.232300,150.574000,324,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18022,Spring Ridge Tow Site,-31.332700,150.186000,333,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18075,WESTONIA tow paddock,-31.166500,118.671000,385,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18145,Mount Rankin,-33.322320,149.509570,900,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18176,Ocean Grove,-38.271340,144.522430,15,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18186,Mount Rennie,-28.660900,114.742500,90,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18189,Rooty Hill Sports Fields,-33.775400,150.862000,35,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18220,North Stradbroke- Mainbeach,-27.487500,153.516000,7,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18271,Nundle,-31.458600,151.113000,615,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18280,Portland - Bishops Rock / Shelly Beach,-38.359700,141.443500,9,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18282,West Sydney Uni,-33.768500,150.730000,55,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18452,Westonia Tow Paddock,-31.155600,118.637000,343,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18616,Broome Cable Beach,-17.929500,122.210000,13,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18622,Yallingup - Rabbit Hill,-33.634000,115.029500,10,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18657,murwillumbah,-28.332000,153.413000,3,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18672,Norwell,-27.755200,153.269000,3,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18680,Quinns Beach Launch,-31.663200,115.689000,0,wu-pws,IPERTH2973,https://www.wunderground.com/dashboard/pws/IPERTH2973,327,nearby,-1,1788854400,2026-09-08T22:24:16Z
pge:18686,Conto Springs,-34.082100,115.006600,60,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18699,Maleny Mezzanine,-26.779500,152.921000,355,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18779,Long Reef SE,-33.742320,151.312970,30,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:18871,Mona Vale,-33.675100,151.319000,25,wu-pws,ISYDNE3259,https://www.wunderground.com/dashboard/pws/ISYDNE3259,153,on-site,1,1788772736,2026-09-08T22:24:16Z
pge:18874,Newport,-33.649000,151.324800,25,wu-pws,ISYDNE414,https://www.wunderground.com/dashboard/pws/ISYDNE414,946,nearby,1,1783002496,2026-09-08T22:24:16Z
pge:19018,Glenmore Park,-33.787100,150.692000,47,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:19088,Prestons,-33.951900,150.877000,38,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:19303,rex lookout,-16.641500,145.563000,40,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:19536,Mount Ovens,-33.416520,149.777620,450,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:19570,Nambucca Heads,-30.635600,153.014000,24,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:19992,Mt Cook,-27.286900,151.256000,340,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:20000,"Dunvegan Road, Phillip Island",-38.511040,145.290130,15,wu-pws,ISURFB3,https://www.wunderground.com/dashboard/pws/ISURFB3,76,on-site,1,1788850688,2026-09-08T22:24:16Z
pge:21219,Long Reef Northfacing,-33.738800,151.312000,22,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:21220,North Head,-33.822100,151.301000,39,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:21347,Burns Beach,-31.724900,115.715000,15,wu-pws,IPERTH2904,https://www.wunderground.com/dashboard/pws/IPERTH2904,351,nearby,1,1788807936,2026-09-08T22:24:16Z
pge:21421,Sand Patch - Sandpatch,-35.065300,117.793930,150,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:21422,Muttonbird Beach,-35.043460,117.686190,20,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:21424,Lights Beach,-35.023600,117.279000,0,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:21425,Bunbury Back Beach,-33.351740,115.620200,15,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:21426,Warnbro Beach,-32.323500,115.742000,10,wu-pws,IPERTH2185,https://www.wunderground.com/dashboard/pws/IPERTH2185,136,on-site,1,1788803200,2026-09-08T22:24:16Z
pge:21427,Quinns Rocks,-31.662200,115.689000,10,wu-pws,IPERTH2973,https://www.wunderground.com/dashboard/pws/IPERTH2973,228,nearby,-1,1788854400,2026-09-08T22:24:16Z
pge:21846,Wamby Dunes,-33.427200,151.450000,10,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:22198,Eungella - Caravan Park,-21.129556,148.494803,660,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:22199,Big Conway,-20.477800,148.763000,19,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:22200,Small Conway,-20.480400,148.736000,39,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:22201,Flagstaff Hill,-20.015400,148.266000,56,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:22215,Inky,-19.746100,147.497000,192,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:22216,Wunjunga,-19.728600,147.589000,74,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:22414,"Buchy's, at Gerrards Lookout",-26.731103,152.901987,375,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:22640,Widgee Bombout,-26.257000,152.382000,162,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:22856,Red Bluff,-37.956584,145.007426,20,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:22859,Gordon - South-East launch,-37.588410,144.082390,120,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:22860,Ben More,-37.204200,143.430000,520,wu-pws,IAMPHI1,https://www.wunderground.com/dashboard/pws/IAMPHI1,1766,nearby,-1,1788844288,2026-09-08T22:24:16Z
pge:22957,Teddys Lookout,-38.553800,143.980000,110,wu-pws,ILORNE15,https://www.wunderground.com/dashboard/pws/ILORNE15,668,nearby,-1,1788794880,2026-09-08T22:24:16Z
pge:22970,Sunrise Beach,-26.415200,153.110200,23,wu-pws,ISUNSH628,https://www.wunderground.com/dashboard/pws/ISUNSH628,521,nearby,1,1788820480,2026-09-08T22:24:16Z
pge:23013,Mt Tarrengower,-36.995560,144.044860,250,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:23028,Barwon Heads (13th Beach) - PG beach launch 30W,-38.288500,144.487100,7,wu-pws,IOCEAN13,https://www.wunderground.com/dashboard/pws/IOCEAN13,605,nearby,1,1788837376,2026-09-08T22:24:16Z
pge:23029,Whites Beach,-38.318200,144.349000,12,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:23186,Gundowring (Savhill) - SW-NW launch,-36.395511,147.090228,640,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:23283,Yeppoon,-23.127000,150.749000,33,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:23284,Kemp hill,-23.181700,150.799000,102,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:23852,Horrocks Beach,-28.341700,114.411900,90,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:23900,Tawonga Gap,-36.716540,147.122520,970,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:23912,Reed’s Lookout Paraglider launch,-36.711000,146.816000,1300,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:4632,Manilla - Mt Borah - West launch,-30.679200,150.608600,880,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:4633,Mosman Park,-32.009000,115.772000,30,wu-pws,IPERTH1392,https://www.wunderground.com/dashboard/pws/IPERTH1392,766,nearby,1,1788818176,2026-09-08T22:24:16Z
pge:4634,Lake George (Geary's Gap),-35.096130,149.374460,730,wu-pws,ILAKEG1,https://www.wunderground.com/dashboard/pws/ILAKEG1,370,nearby,1,1788780800,2026-09-08T22:24:16Z
pge:4635,Spring Hill,-35.094790,149.083360,870,wu-pws,ISPRIN85,https://www.wunderground.com/dashboard/pws/ISPRIN85,1524,nearby,1,1788807424,2026-09-08T22:24:16Z
pge:4637,"Cabramurra, Black Jack",-35.968900,148.317000,1553,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:4638,"Canberra, Pig Hill",-35.223300,148.897000,922,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:4642,Lennox Head,-28.807290,153.603480,30,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:4648,Stanwell Park - Bald Hill - The Point,-34.224000,150.997100,180,wu-pws,ISTANW4,https://www.wunderground.com/dashboard/pws/ISTANW4,1339,nearby,1,1788836352,2026-09-08T22:24:16Z
pge:4649,Rainbow Beach,-25.915900,153.097000,120,wu-pws,IRAINB24,https://www.wunderground.com/dashboard/pws/IRAINB24,1196,nearby,-1,1788789504,2026-09-08T22:24:16Z
pge:4650,Mt Elliot - Main launch (north-west),-36.185920,147.975150,600,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:4653,Mt Emu - Emu 1,-36.672180,147.218430,1360,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:4657,"Cottesloe, Perth",-32.013300,115.753000,15,wu-pws,IPERTH4162,https://www.wunderground.com/dashboard/pws/IPERTH4162,902,nearby,-1,1788774144,2026-09-08T22:24:16Z
pge:4658,"Greenhills - Penny's Tow Paddock, near York",-31.965600,116.997000,226,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:4659,"Injidup, Margaret River WA",-33.701500,114.982000,17,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:4662,"Mt Trio, Stirling Range",-34.347500,118.105000,799,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:4663,Serpentine,-32.414900,115.997500,120,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:4664,"Two Rocks, North of Perth",-31.492200,115.583000,14,wu-pws,ITWORO33,https://www.wunderground.com/dashboard/pws/ITWORO33,368,nearby,-1,1788837248,2026-09-08T22:24:16Z
pge:4665,Wozza's Knob,-28.694300,114.693000,60,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:4666,"Wyalkatchem, WA",-31.173900,117.500000,335,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:6595,Mystic,-36.758550,146.965750,797,wu-pws,IWANDI10,https://www.wunderground.com/dashboard/pws/IWANDI10,1652,nearby,1,1788835328,2026-09-08T22:24:16Z
pge:6613,York - Greenhills Towing - Humphrey's,-31.871000,116.952000,312,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:6635,Flowerdale (3 Sisters),-37.295700,145.281000,484,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:6724,Mount Bakewell (top launches),-31.853000,116.761000,255,wu-pws,IBURGE35,https://www.wunderground.com/dashboard/pws/IBURGE35,157,on-site,-1,1788784768,2026-09-08T22:24:16Z
pge:6746,Mt. Tamborine,-27.950280,153.181040,548,wu-pws,IMOUNTTA7,https://www.wunderground.com/dashboard/pws/IMOUNTTA7,630,nearby,-1,1788788096,2026-09-08T22:24:16Z
pge:6747,Beechmont - Rosin's Lookout,-28.117819,153.201971,530,wu-pws,IBEECH104,https://www.wunderground.com/dashboard/pws/IBEECH104,226,nearby,-1,1788845952,2026-09-08T22:24:16Z
pge:6750,Killarney - Queensland,-28.305400,152.324000,941,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:6777,"The Range, Toodyay",-31.530800,116.519000,90,wu-pws,INUNIL2,https://www.wunderground.com/dashboard/pws/INUNIL2,1307,nearby,1,1788852352,2026-09-08T22:24:16Z
pge:6784,Peeralilla Hill,-35.477900,138.618000,187,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:6786,Lochiel Ridge,-33.868400,138.120000,417,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:6802,Winton,-42.675200,147.219000,166,wu-pws,IMANGA34,https://www.wunderground.com/dashboard/pws/IMANGA34,1447,nearby,1,1788854272,2026-09-08T22:24:16Z
pge:6817,Breeza,-31.219000,150.541000,301,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:6824,Mt Broughton (Thistle Hill),-37.122690,145.413040,630,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:7270,Crackneck Lookout,-33.394400,151.483000,105,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:7585,Adelaide River,-13.237200,131.093000,108,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:7588,"Crommarty Hill, Forresters Beach",-33.405000,151.476000,120,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:7595,Moonee Moonee,-33.171550,151.629910,52,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:7596,Glennies Ridge - Lake St Clair (Little Europe),-32.354400,151.312000,596,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:7600,Catherine Hill Bay (Catho's),-33.151340,151.629910,37,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:7606,North Brother Lookout,-31.657200,152.777900,465,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:10-7,Eungella - Chalet,-21.132771,148.493093,660,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:101-206,Lake George (South Launch),-35.103600,149.375200,730,wu-pws,ILAKEG1,https://www.wunderground.com/dashboard/pws/ILAKEG1,513,nearby,1,1788780800,2026-09-08T22:24:16Z
ansg:102-25,Lake George (Collector) - Launch,-34.969920,149.374780,910,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:103-208,Honeysuckle - Launch 2,-35.130090,148.316650,685,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:103-329,Honeysuckle - Launch 1,-35.125810,148.314520,685,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:11-9,Rainbow Beach - Carlo Sand Blow,-25.914800,153.099600,90,wu-pws,IRAINB24,https://www.wunderground.com/dashboard/pws/IRAINB24,1369,nearby,-1,1788789504,2026-09-08T22:24:16Z
ansg:114-114,Crescent Head - S launch,-31.193230,152.976900,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:114-115,Crescent Head - E launch,-31.192960,152.980260,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:116-223,Harrys Lookout,-31.456000,152.931000,35,wu-pws,IPORTM83,https://www.wunderground.com/dashboard/pws/IPORTM83,625,nearby,1,1788804864,2026-09-08T22:24:16Z
ansg:120-226,Rocky Beach,-31.439330,152.924940,,wu-pws,IPORTM205,https://www.wunderground.com/dashboard/pws/IPORTM205,1495,nearby,1,1788783872,2026-09-08T22:24:16Z
ansg:121-228,Nellies,-31.710800,152.506700,515,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:125-30,Mona Vale,-33.671760,151.317830,20,wu-pws,ISYDNE3259,https://www.wunderground.com/dashboard/pws/ISYDNE3259,250,nearby,1,1788772736,2026-09-08T22:24:16Z
ansg:128-33,Turimetta,-33.696500,151.310200,20,wu-pws,ISYDNE4395,https://www.wunderground.com/dashboard/pws/ISYDNE4395,478,nearby,-1,1788777088,2026-09-08T22:24:16Z
ansg:131-215,Bungan,-33.671370,151.318370,30,wu-pws,ISYDNE3259,https://www.wunderground.com/dashboard/pws/ISYDNE3259,294,nearby,1,1788772736,2026-09-08T22:24:16Z
ansg:132-113,Stanwell Park - Bald Hill - East Launch,-34.222720,150.998560,180,wu-pws,ISTANW4,https://www.wunderground.com/dashboard/pws/ISTANW4,1443,nearby,1,1788836352,2026-09-08T22:24:16Z
ansg:134-182,Tongarra,-34.600260,150.679370,620,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:135-183,Cambewarra,-34.800420,150.577320,680,wu-pws,IBEAUM82,https://www.wunderground.com/dashboard/pws/IBEAUM82,1404,nearby,1,1788769408,2026-09-08T22:24:16Z
ansg:136-21,Manilla - Mt Borah - East launch,-30.679300,150.611600,880,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:136-22,Manilla - Mt Borah - South launch,-30.679900,150.610300,880,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:136-23,Manilla - Mt Borah - Northeast launch,-30.672800,150.615600,880,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:137-191,Conargo (Deniliquin) - Conargo Tow Strip,-35.315700,145.162200,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:137-192,Conargo (Deniliquin) - Conargo North Tow Strip,-35.280300,145.172700,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:137-193,Conargo (Deniliquin) - Pretty Pine Tow Strip,-35.342000,144.849400,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:138-251,Mt Blackheath - North ramp,-33.641930,150.246030,1040,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:140-253,Sofala,-33.100000,149.800000,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:144-38,Bells Beach - Jarosite,-38.374960,144.269340,35,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:146-42,Barwon Heads (13th Beach) - HG launch 40W,-38.281330,144.439100,,wu-pws,ICONNE23,https://www.wunderground.com/dashboard/pws/ICONNE23,1260,nearby,-1,1788816384,2026-09-08T22:24:16Z
ansg:15-235,Point Cartwright,-26.680410,153.138350,22,wu-pws,ISUNSH961,https://www.wunderground.com/dashboard/pws/ISUNSH961,1489,nearby,-1,1788834176,2026-09-08T22:24:16Z
ansg:150-56,Flaxmans Hill,-38.532600,142.737200,55,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:151-60,Grannies Grave,-38.400570,142.507990,18,wu-pws,IWARRN126,https://www.wunderground.com/dashboard/pws/IWARRN126,406,nearby,1,1788840192,2026-09-08T22:24:16Z
ansg:153-64,Logans Beach,-38.404886,142.525956,18,wu-pws,IWARRN40,https://www.wunderground.com/dashboard/pws/IWARRN40,471,nearby,1,1788810112,2026-09-08T22:24:16Z
ansg:154-197,Levy's Point Beach,-38.371177,142.424091,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:156-81,Mt Meuron,-38.673350,143.855800,140,wu-pws,IKENNE3,https://www.wunderground.com/dashboard/pws/IKENNE3,657,nearby,-1,1788846080,2026-09-08T22:24:16Z
ansg:158-200,Portland - Murrells Beach NW,-38.403660,141.530400,9,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:158-201,Portland - Amos Road - Whites Beach,-38.347870,141.390330,9,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:158-89,Portland - Murrells Beach,-38.401910,141.529840,9,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:158-90,Portland - Bridgewater Bay,-38.367200,141.409210,9,wu-pws,ICAPEB23,https://www.wunderground.com/dashboard/pws/ICAPEB23,660,nearby,-1,1788832256,2026-09-08T22:24:16Z
ansg:158-92,Portland - Dutton Way,-38.295000,141.617500,9,wu-pws,I90583111,https://www.wunderground.com/dashboard/pws/I90583111,1228,nearby,1,1781836800,2026-09-08T22:24:16Z
ansg:158-93,Portland - Golf Course / Harbour Trust Road,-38.365260,141.627150,9,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:158-94,Portland - Nuns Beach,-38.338190,141.608900,9,wu-pws,IPORTL53,https://www.wunderground.com/dashboard/pws/IPORTL53,768,nearby,1,1788814720,2026-09-08T22:24:16Z
ansg:158-96,Portland - Cape Bridgewater Seal Cliffs,-38.381570,141.408330,9,wu-pws,ICAPEB23,https://www.wunderground.com/dashboard/pws/ICAPEB23,1503,nearby,-1,1788832256,2026-09-08T22:24:16Z
ansg:159-101,"Spion Kop (Fairhaven, Aireys, Moggs) - Spion",-38.468030,144.069410,45,wu-pws,IFAIRH8,https://www.wunderground.com/dashboard/pws/IFAIRH8,180,on-site,-1,1788845696,2026-09-08T22:24:16Z
ansg:159-249,"Spion Kop (Fairhaven, Aireys, Moggs) - Mad Max",-38.468400,144.089800,45,wu-pws,IAIREY15,https://www.wunderground.com/dashboard/pws/IAIREY15,289,nearby,1,1788779776,2026-09-08T22:24:16Z
