id,ref,name,longitude,latitude,altitude,country,wind_n,wind_ne,wind_e,wind_se,wind_s,wind_sw,wind_w,wind_nw,source,closed,site_type,tow,site_group,primary
3611,pge:15372,Ferreirua,-6.012630,43.052700,1584,es,0,0,0,0,0,0,0,0,pge:15372,,launch,0,pge:15372,pge
3612,pge:15375,oberrissdorf,11.593900,51.543800,227,de,0,0,0,0,0,0,0,0,pge:15375,,launch,0,pge:15375,pge
3613,pge:15376,Mechit,23.470100,42.203500,2366,bg,2,0,1,1,0,0,2,2,pge:15376,,launch,0,pge:15376,pge
3614,pge:15378,Naesby,9.173580,56.905800,4,dk,0,0,0,0,0,0,0,0,pge:15378,,launch,0,pge:15378,pge
3615,pge:15380,Treuil Masserac,-1.901250,47.688000,2,fr,0,0,0,0,0,0,0,0,pge:15380,,launch,0,pge:15380,pge
3616,pge:15381,The Spot,30.366100,-30.103700,639,za,0,0,0,0,0,0,0,0,pge:15381,,launch,0,pge:15381,pge
3617,pge:15385,JiuLong/九龙,104.111000,31.411900,1402,cn,0,0,0,0,0,0,0,0,pge:15385,,launch,0,pge:15385,pge
3618,pge:15386,Petit Combin,7.266000,45.983800,3640,ch,0,0,0,2,2,2,0,0,pge:15386,,launch,0,pge:15386,pge
3619,pge:15387,Slipper Back,25.264400,-33.886200,565,za,0,0,0,0,0,0,0,0,pge:15387,,launch,0,pge:15387,pge
3620,pge:15388,Columbeira,-9.197220,39.300700,121,pt,0,0,0,0,0,0,0,0,pge:15388,,launch,0,pge:15388,pge
3621,pge:15389,Voronovo,36.198700,54.261700,152,ru,0,0,0,0,0,1,2,1,pge:15389,,launch,0,pge:15389,pge
3622,pge:15393,Abancay,-72.879900,-13.657000,3067,pe,0,0,0,0,0,0,0,0,pge:15393,,launch,0,pge:15393,pge
3623,pge:15395,Lilla Edet,12.137700,58.154600,67,se,0,0,0,0,0,0,0,0,pge:15395,,launch,0,pge:15395,pge
3624,pge:15397,Mt. Baker Summit,-121.823000,48.775200,3198,us,0,0,0,0,0,0,0,0,pge:15397,,launch,0,pge:15397,pge
3625,pge:15399,BOTANTEPE,41.899500,37.884900,920,tr,0,0,0,1,1,2,0,0,pge:15399,,launch,0,pge:15399,pge
3626,pge:15403,Wilder Freiger,11.195900,46.972000,3244,at,0,0,0,0,0,0,0,0,pge:15403,,launch,0,pge:15403,pge
3627,pge:15405,Shoreham,145.042000,-38.442000,20,au,0,0,2,1,0,0,0,0,pge:15405,,launch,0,pge:15405,pge
3628,pge:15406,Beacon Hill,30.510400,-30.418800,362,za,0,0,0,0,0,0,0,0,pge:15406,,launch,0,pge:15406,pge
3629,pge:15408,Cerro do Jarau - Quaraí  (RS),-56.498500,-30.189800,246,br,1,1,0,1,2,1,0,1,pge:15408,,launch,0,pge:15408,pge
3630,pge:15411,Alp Culmatsch,8.717620,46.681000,2214,ch,0,0,0,0,0,0,0,0,pge:15411,,launch,0,pge:15411,pge
3631,pge:15412,Hattori Hansen,-1.172600,45.216100,18,fr,0,0,0,0,0,1,2,1,pge:15412,,launch,0,pge:15412,pge
3632,pge:15413,Dolmar-UL -Platz,10.413500,50.610400,434,de,0,0,0,0,0,0,0,0,pge:15413,,launch,0,pge:15413,pge
3633,pge:15414,Bjelopolje,15.816400,44.704900,1126,hr,0,0,0,0,0,0,0,0,pge:15414,,launch,0,pge:15414,pge
3634,pge:15417,Königsangerspitze,11.584800,46.707100,2295,it,0,0,1,1,2,2,1,0,pge:15417,,launch,0,pge:15417,pge
3635,pge:15420,Invernadinha - São Joaquim - SC,-49.896700,-28.395600,1280,br,0,0,0,0,0,0,0,0,pge:15420,,launch,0,pge:15420,pge
3636,pge:15423,pista da comporta,-8.796780,38.395000,1,pt,0,0,0,0,0,0,0,0,pge:15423,,launch,0,pge:15423,pge
3637,pge:15424,ALV�?CO - Colcurinho Oeste 1000m,-7.834580,40.248700,1033,pt,0,0,0,0,0,0,0,0,pge:15424,,launch,0,pge:15424,pge
3638,pge:15425,Kolchiko,23.126200,40.746400,112,gr,0,0,0,0,0,0,0,0,pge:15425,,launch,0,pge:15425,pge
3639,pge:15426,Nafplion,22.807500,37.563600,21,gr,0,0,0,0,0,0,0,0,pge:15426,,launch,0,pge:15426,pge
3640,pge:15427,Lamia,22.433300,38.900000,88,gr,0,0,0,0,0,0,0,0,pge:15427,,launch,0,pge:15427,pge
3641,pge:15428,Chalkis,23.599400,38.463600,25,gr,0,0,0,0,0,0,0,0,pge:15428,,launch,0,pge:15428,pge
3642,pge:15429,Komotini,25.396400,41.122800,38,gr,0,0,0,0,0,0,0,0,pge:15429,,launch,0,pge:15429,pge
3643,pge:15431,ALSANCAK TEPE,30.552000,37.036500,320,tr,0,0,0,0,0,0,0,0,pge:15431,,launch,0,pge:15431,pge
3644,pge:15432,FÝSKÝN BATI-SÝÝRT,41.905800,37.986100,1012,tr,0,0,0,0,0,0,0,0,pge:15432,,launch,0,pge:15432,pge
3645,pge:15433,Seçme,32.524300,37.552600,1405,tr,0,0,0,0,0,0,0,0,pge:15433,,launch,0,pge:15433,pge
3646,pge:15441,Stig - Dragobrat,24.224300,48.249100,1640,ua,0,0,0,0,0,0,0,0,pge:15441,,launch,0,pge:15441,pge
3647,pge:15442,nord takeOFF,34.099000,44.537800,1307,ua,0,0,0,0,0,0,0,0,pge:15442,,launch,0,pge:15442,pge
3648,pge:15444,Kotal kazeroun,51.920200,29.579200,2538,ir,0,0,0,1,2,1,0,0,pge:15444,,launch,0,pge:15444,pge
3649,pge:15446,Geoje-si,128.616000,34.862100,450,kr,0,0,0,0,0,2,2,1,pge:15446,,launch,0,pge:15446,pge
3650,pge:15447,Luskville Ouest,-75.977200,45.531800,305,ca,0,0,0,0,0,2,2,2,pge:15447,,launch,0,pge:15447,pge
3651,pge:15448,korca take off,20.813800,40.610600,1343,al,0,0,0,0,0,0,2,2,pge:15448,,launch,0,pge:15448,pge
3652,pge:15449,Sky Road,-10.096200,53.500600,111,ie,0,0,0,0,2,2,0,0,pge:15449,,launch,0,pge:15449,pge
3653,pge:15450,Brennan recreational farm,-77.206200,46.008800,371,ca,0,0,0,0,2,2,2,1,pge:15450,,launch,0,pge:15450,pge
3654,pge:15451,Lusashogh,44.960600,39.843500,1828,am,0,0,0,0,0,0,0,0,pge:15451,,launch,0,pge:15451,pge
3655,pge:15452,Lusashogh 2,44.963100,39.839000,1875,am,0,0,0,0,0,0,2,1,pge:15452,,launch,0,pge:15452,pge
3656,pge:15454,Colle di Fenestrelle,7.050400,45.072700,2163,it,0,0,2,2,2,0,0,0,pge:15454,,launch,0,pge:15454,pge
3657,pge:15455,Puheke,173.335000,-34.860700,130,nz,2,0,0,0,2,0,0,0,pge:15455,,launch,0,pge:15455,pge
3658,pge:15456,Shipwreck Bay,173.134000,-35.182200,200,nz,2,0,0,0,0,0,0,0,pge:15456,,launch,0,pge:15456,pge
3659,pge:15457,gura vaii,28.145600,46.640700,142,ro,2,1,0,0,0,0,0,1,pge:15457,,launch,0,pge:15457,pge
3660,pge:15458,budesti,27.948900,46.605900,290,ro,0,0,0,0,0,0,2,1,pge:15458,,launch,0,pge:15458,pge
3661,pge:15459,Ballyelly,-9.274470,53.112800,216,ie,0,0,0,0,0,0,1,2,pge:15459,,launch,0,pge:15459,pge
3662,pge:15460,golica,27.569400,42.932800,510,bg,0,0,0,2,2,0,0,0,pge:15460,,launch,0,pge:15460,pge
3663,pge:15461,Flinders Monument,145.024130,-38.474860,40,au,0,0,1,0,0,0,0,0,ansg:169-58;pge:15461,,launch,0,ansg:169;pge:15461,ansg
3664,pge:15462,PodhoÅ™any,15.536100,49.945400,345,cz,0,0,0,0,1,2,1,0,pge:15462,,launch,0,pge:15462,pge
3665,pge:15463,Uono,130.722000,32.033800,541,jp,0,2,2,2,0,0,0,0,pge:15463,,launch,0,pge:15463,pge
3666,pge:15464,Yatake,130.771000,32.084400,718,jp,0,0,0,2,2,2,0,0,pge:15464,,launch,0,pge:15464,pge
3667,pge:15465,Riverdale Park,-79.354700,43.670100,88,ca,0,0,0,0,0,2,2,0,pge:15465,,launch,0,pge:15465,pge
3668,pge:15467,Maoz Haim,35.548100,32.503600,,il,0,0,0,0,0,0,0,0,pge:15467,,launch,0,pge:15467,pge
3669,pge:15469,sirin,35.509700,32.653400,243,il,0,0,0,0,0,0,0,0,pge:15469,,launch,0,pge:15469,pge
3670,pge:15470,Hawk Ridge,-149.113000,61.634600,77,us,0,0,0,0,0,0,0,0,pge:15470,,launch,0,pge:15470,pge
3671,pge:15472,Takkeli,32.389900,37.901300,1518,tr,0,0,0,0,0,0,0,0,pge:15472,,launch,0,pge:15472,pge
3672,pge:15473,Mt Bruce,171.622000,-43.046600,710,nz,0,0,0,0,0,0,0,0,pge:15473,,launch,0,pge:15473,pge
3673,pge:15475,Zhelohovo,36.154400,54.366000,147,ru,0,0,1,1,2,1,0,0,pge:15475,,launch,0,pge:15475,pge
3674,pge:15476,Bründlkogel,15.555700,47.327800,1278,at,0,0,0,0,0,0,0,0,pge:15476,,launch,0,pge:15476,pge
3675,pge:15477,Elati,20.665700,38.699600,811,gr,0,0,2,2,1,0,0,0,pge:15477,,launch,0,pge:15477,pge
3676,pge:15478,Dreiherrenspitze,12.237800,47.068600,3323,it,0,0,0,0,0,0,0,0,pge:15478,,launch,0,pge:15478,pge
3677,pge:15482,Lorenzispitze,11.520600,46.710800,2347,it,0,0,0,0,0,0,0,0,pge:15482,,launch,0,pge:15482,pge
3678,pge:15485,Belagua,-0.846813,42.941800,1340,es,0,0,0,0,0,0,0,0,pge:15485,,launch,0,pge:15485,pge
3679,pge:15487,Trobaniello,-6.004250,43.080700,1550,es,0,0,0,0,0,0,0,0,pge:15487,,launch,0,pge:15487,pge
3680,pge:15488,Franz Senn Hut,11.167800,47.081500,2237,at,0,0,0,0,0,0,0,0,pge:15488,,launch,0,pge:15488,pge
3681,pge:15489,Chalk Bluffs,-118.429000,37.419900,1351,us,0,0,0,0,2,0,0,0,pge:15489,,launch,0,pge:15489,pge
3682,pge:15490,Penzenkopf,12.474500,46.904600,2144,at,0,0,0,0,0,0,0,0,pge:15490,,launch,0,pge:15490,pge
3683,pge:15492,Wolfsberg airport,14.823900,46.809100,437,at,0,0,0,0,0,0,0,0,pge:15492,,launch,0,pge:15492,pge
3684,pge:15496,Gomila,16.052900,44.925400,717,ba,1,2,1,0,0,0,0,0,pge:15496,,launch,0,pge:15496,pge
3685,pge:15497,Mustek,13.229700,49.196100,891,cz,0,0,0,0,0,0,0,0,pge:15497,,launch,0,pge:15497,pge
3686,pge:15498,Sedocker Hochalm 2248m,11.207800,47.110200,2180,at,0,0,0,0,0,0,0,0,pge:15498,,launch,0,pge:15498,pge
3687,pge:15505,Traz de Figueiró,-8.440470,39.978700,316,pt,0,0,0,0,0,0,0,0,pge:15505,,launch,0,pge:15505,pge
3688,pge:15506,Agroba,-8.828550,42.072600,626,es,0,0,0,0,0,0,0,0,pge:15506,,launch,0,pge:15506,pge
3689,pge:15512,Los Pelados,-70.480300,-33.278600,2163,cl,0,0,0,0,0,0,0,0,pge:15512,,launch,0,pge:15512,pge
3690,pge:15513,Colina,-70.681900,-33.172700,834,cl,0,0,1,2,2,2,1,0,pge:15513,,launch,0,pge:15513,pge
3691,pge:15514,Tunquen,-71.651400,-33.295300,30,cl,0,0,0,0,0,0,0,0,pge:15514,,launch,0,pge:15514,pge
3692,pge:15515,Vetrovka (Fasova),29.821300,50.305400,188,ua,0,0,0,0,0,0,0,0,pge:15515,,launch,0,pge:15515,pge
3693,pge:15516,Razo,-8.717500,43.288700,46,es,2,2,0,0,0,0,0,2,pge:15516,,launch,0,pge:15516,pge
3694,pge:15517,Beaver Creek Resort,-106.512000,39.571400,3390,us,1,0,0,0,0,0,0,2,pge:15517,,launch,0,pge:15517,pge
3695,pge:15518,YÄ±ldÄ±zeli Ã‡al Tepesi,36.577300,39.847800,1802,tr,2,0,0,0,0,0,0,2,pge:15518,,launch,0,pge:15518,pge
3696,pge:15519,Tatlısu yamaç,37.089200,39.714200,1523,tr,2,0,0,0,0,0,0,0,pge:15519,,launch,0,pge:15519,pge
3697,pge:15522,La Riposa,7.082900,45.177700,2161,it,0,0,1,2,2,0,0,0,pge:15522,,launch,0,pge:15522,pge
3698,pge:15523,Mussel Rock aka The Dumps,-122.494000,37.670800,37,us,0,0,0,0,0,1,2,1,pge:15523,,launch,0,pge:15523,pge
3699,pge:15524,Swartkops,30.256700,-29.592600,1426,za,0,1,1,0,0,0,0,0,pge:15524,,launch,0,pge:15524,pge
3700,pge:15525,Chaubattia,79.455000,29.600400,1776,in,2,0,0,1,2,1,0,0,pge:15525,,launch,0,pge:15525,pge
3701,pge:15526,Le Vieux Chaillol,6.190100,44.735200,3120,fr,0,0,1,2,2,1,0,0,pge:15526,,launch,0,pge:15526,pge
3702,pge:15527,Beynes,1.889900,48.853800,122,fr,0,0,0,0,2,1,0,0,pge:15527,,launch,0,pge:15527,pge
3703,pge:15528,Ivry la Bataille,1.458200,48.889800,113,fr,0,0,2,0,0,0,0,0,pge:15528,,launch,0,pge:15528,pge
3704,pge:15529,Kings Forest Park Hamilton aka The Nest,-79.814600,43.213600,161,ca,1,2,1,0,0,0,0,0,pge:15529,,launch,0,pge:15529,pge
3705,pge:15531,Porte Sereine,5.784810,44.377000,1140,fr,0,0,0,0,1,2,1,0,pge:15531,,launch,0,pge:15531,pge
3706,pge:15532,Arzeliers,5.812120,44.374800,1142,fr,0,0,0,0,2,0,0,0,pge:15532,,launch,0,pge:15532,pge
3707,pge:15536,Col de San Bastiano,8.731300,42.024700,438,fr,0,0,0,0,0,1,2,0,pge:15536,,launch,0,pge:15536,pge
3708,pge:15537,Cerro Del Padre,-71.354100,-38.475600,1300,cl,0,0,0,0,0,1,2,2,pge:15537,,launch,0,pge:15537,pge
3709,pge:15538,Narli/Kardelen Tepesi,37.180500,37.328000,1139,tr,0,0,0,0,0,1,2,1,pge:15538,,launch,1,pge:15538,pge
3710,pge:15539,Farshid-1 Eagle Roost,51.203600,32.244700,2605,ir,2,2,2,0,0,0,0,2,pge:15539,,launch,0,pge:15539,pge
3711,pge:15540,Farshid-2 Eagle Eyes,51.210800,32.248900,2380,ir,2,2,2,0,0,0,0,0,pge:15540,,launch,1,pge:15540,pge
3712,pge:15541,Farshid-3 Eagle Fly,51.175000,32.227800,2550,ir,0,0,0,1,2,2,1,0,pge:15541,,launch,1,pge:15541,pge
3713,pge:15542,Cars Lookout,152.418000,-28.294100,1032,au,0,0,0,0,0,0,0,0,pge:15542,,launch,0,pge:15542,pge
3714,pge:15543,Bolognetta,13.450900,37.949100,774,it,0,0,0,0,0,0,0,0,pge:15543,,launch,0,pge:15543,pge
3715,pge:15544,Antennas,25.631200,43.093900,340,bg,0,0,0,0,0,0,0,0,pge:15544,,launch,0,pge:15544,pge
3716,pge:15545,6K - Haleakala Ranch (Closed),-156.271000,20.755200,1807,us,0,0,0,0,0,0,0,0,pge:15545,,launch,0,pge:15545,pge
3717,pge:15547,Imasu Negureni,28.513200,47.568700,42,md,0,0,0,0,0,0,0,0,pge:15547,,launch,0,pge:15547,pge
3718,pge:15549,Eagleville Airport,-86.635000,35.690100,235,us,0,0,0,0,0,0,0,0,pge:15549,,launch,0,pge:15549,pge
3719,pge:15552,Scott Creek Saddle,168.274000,-44.740300,615,nz,0,0,0,0,0,0,0,0,pge:15552,,launch,0,pge:15552,pge
3720,pge:15554,falasarna,23.556600,35.465200,25,gr,0,0,0,0,0,0,2,0,pge:15554,,launch,0,pge:15554,pge
3721,pge:15560,Oogoshi (Sakaide),133.903000,34.361600,297,jp,0,0,0,0,0,0,0,0,pge:15560,,launch,0,pge:15560,pge
3722,pge:15561,saurkundi thatch,77.148000,32.182500,3339,in,0,0,0,0,0,0,0,0,pge:15561,,launch,0,pge:15561,pge
3723,pge:15562,Sea Cliffs,-156.516000,20.951100,1,us,0,0,0,0,0,0,0,0,pge:15562,,launch,0,pge:15562,pge
3724,pge:15567,Copperton,22.287800,-29.908300,1084,za,0,0,0,0,0,0,0,0,pge:15567,,launch,0,pge:15567,pge
3725,pge:15568,Steinberg,11.319100,50.791800,434,de,0,0,0,0,0,0,0,0,pge:15568,,launch,0,pge:15568,pge
3726,pge:15569,Playa Monsul cabo de gata,-2.144670,36.730800,7,es,0,0,0,0,2,2,0,0,pge:15569,,launch,0,pge:15569,pge
3727,pge:15574,Twelve Trees Ridge,146.068000,-42.775800,648,au,0,0,0,0,0,0,0,0,pge:15574,,launch,0,pge:15574,pge
3728,pge:15578,Praille,7.474000,45.758500,1210,it,0,0,1,2,2,0,0,0,pge:15578,,launch,0,pge:15578,pge
3729,pge:15579,Noyers-sur-Serein (Clorges),3.988400,47.707000,212,fr,0,0,0,0,2,1,0,0,pge:15579,,launch,0,pge:15579,pge
3730,pge:15581,Tash Tepe,22.502200,42.209300,1778,bg,2,2,1,0,0,0,1,2,pge:15581,,launch,0,pge:15581,pge
3731,pge:15582,La Roche de Solutré,4.718900,46.299400,449,fr,0,0,0,0,0,0,0,2,pge:15582,,launch,0,pge:15582,pge
3732,pge:15584,Cry sur Armançon,4.236400,47.716700,251,fr,0,0,0,1,2,1,0,0,pge:15584,,launch,0,pge:15584,pge
3733,pge:15586,Noyers,4.001300,47.701800,220,fr,0,0,0,0,2,0,0,0,pge:15586,,launch,0,pge:15586,pge
3734,pge:15587,Noyers (Venoise),4.018000,47.693000,262,fr,0,0,0,0,0,2,0,0,pge:15587,,launch,0,pge:15587,pge
3735,pge:15588,Mocrea,21.844300,46.383000,304,ro,0,0,0,0,1,2,1,0,pge:15588,,launch,0,pge:15588,pge
3736,pge:15589,Podari,23.769100,44.259800,142,ro,0,1,2,1,0,0,0,0,pge:15589,,launch,0,pge:15589,pge
3737,pge:15590,Pridröf,13.742000,46.819700,1961,at,0,0,2,2,2,2,1,0,pge:15590,,launch,0,pge:15590,pge
3738,pge:15592,Hohensass,13.733000,46.804900,1309,at,0,0,0,2,2,2,2,0,pge:15592,,launch,0,pge:15592,pge
3739,pge:15593,Consuegra,-3.608160,39.453100,809,es,0,0,0,0,2,2,0,0,pge:15593,,launch,0,pge:15593,pge
3740,pge:15596,Aliança,-35.267100,-7.587000,325,br,0,0,2,2,0,0,0,0,pge:15596,,launch,0,pge:15596,pge
3741,pge:15597,Cidadão,-35.258800,-8.298600,280,br,0,2,2,2,0,0,0,0,pge:15597,,launch,0,pge:15597,pge
3742,pge:15598,Fraserburgh Beach,-1.992600,57.680000,11,gb,2,0,0,0,0,0,0,0,pge:15598,,launch,0,pge:15598,pge
3743,pge:15599,Les Lués,6.971500,46.095700,2000,ch,0,2,2,2,2,0,0,0,pge:15599,,launch,0,pge:15599,pge
3744,pge:15600,La Heve,0.068100,49.510800,83,fr,0,0,0,0,0,2,0,0,pge:15600,,launch,0,pge:15600,pge
3745,pge:15601,Creto,9.004400,44.477700,603,it,0,0,0,0,2,2,0,0,pge:15601,,launch,0,pge:15601,pge
3746,pge:15602,Lady Bay,138.293000,-35.475600,160,au,0,0,0,0,0,0,0,2,pge:15602,,launch,0,pge:15602,pge
3747,pge:15603,koohe khalil,44.808200,37.395300,2934,ir,1,1,2,1,1,0,0,0,pge:15603,,launch,1,pge:15603,pge
3748,pge:15604,Tohani Paragliding Site,26.432400,45.069600,412,ro,0,0,0,0,2,2,2,0,pge:15604,,launch,0,pge:15604,pge
3749,pge:15605,Le Pouce,57.529900,-20.199400,727,mu,0,0,0,1,2,0,0,0,pge:15605,,launch,0,pge:15605,pge
3750,pge:15606,Silver Strand,-9.122400,53.250300,1,ie,0,0,0,0,1,2,0,0,pge:15606,,launch,0,pge:15606,pge
3751,pge:15607,Pleinmont West,-2.672800,49.432000,56,gb,0,0,0,0,0,1,2,1,pge:15607,,launch,0,pge:15607,pge
3752,pge:15608,Pleinmont North West,-2.673200,49.434000,39,gb,1,0,0,0,0,0,0,2,pge:15608,,launch,0,pge:15608,pge
3753,pge:15609,Pleinmont North,-2.671700,49.435200,49,gb,2,0,0,0,0,0,0,0,pge:15609,,launch,0,pge:15609,pge
3754,pge:15610,Icart,-2.572400,49.425200,64,gb,0,0,0,0,1,2,0,0,pge:15610,,launch,0,pge:15610,pge
3755,pge:15611,Jerbourg (Seaplane Bungalow),-2.534400,49.421400,78,gb,0,0,0,2,0,0,0,0,pge:15611,,launch,0,pge:15611,pge
3756,pge:15612,Les Tielles,-2.636700,49.424100,70,gb,0,0,0,0,2,0,0,0,pge:15612,,launch,0,pge:15612,pge
3757,pge:15613,Goat Site,-2.623000,49.422000,57,gb,0,0,0,0,2,0,0,0,pge:15613,,launch,0,pge:15613,pge
3758,pge:15614,Herm Island,-2.447700,49.475600,28,gb,0,2,0,0,0,0,0,0,pge:15614,,launch,0,pge:15614,pge
3759,pge:15615,Cristur,25.038200,46.327400,609,ro,0,1,2,1,0,0,0,0,pge:15615,,launch,0,pge:15615,pge
3760,pge:15616,Jerbourg (Viewpoint),-2.531700,49.424200,75,gb,0,0,2,0,0,0,0,0,pge:15616,,launch,0,pge:15616,pge
3761,pge:15620,nato tepesi,27.566400,40.597500,415,tr,0,1,2,2,2,2,2,0,pge:15620,,launch,0,pge:15620,pge
3762,pge:15621,intepe soar,26.356900,40.028000,289,tr,2,1,0,0,0,0,0,1,pge:15621,,launch,0,pge:15621,pge
3763,pge:15622,Bois Baron,-61.391900,16.355900,54,gp,0,1,2,0,0,0,0,0,pge:15622,,launch,0,pge:15622,pge
3764,pge:15624,Glassy Mountain,-82.345700,35.136600,815,us,0,0,0,1,2,0,0,0,pge:15624,,launch,0,pge:15624,pge
3765,pge:15627,Kodungallur PG Site,76.162500,10.179100,1,in,1,0,0,0,1,2,2,2,pge:15627,,launch,1,pge:15627,pge
3766,pge:15629,Turkmen Akcakoy,27.963600,39.441800,519,tr,2,1,0,0,0,0,0,1,pge:15629,,launch,0,pge:15629,pge
3767,pge:15630,Pente école : Lespignan,3.177200,43.259200,60,fr,0,0,0,1,2,0,0,0,pge:15630,,launch,0,pge:15630,pge
3768,pge:15631,Rignano Garganico,15.581400,41.677100,563,it,0,0,0,2,2,2,0,0,pge:15631,,launch,0,pge:15631,pge
3769,pge:15633,Krnovo,19.144800,42.881600,1821,me,0,0,0,2,2,2,0,0,pge:15633,,launch,0,pge:15633,pge
3770,pge:15635,Tierra Negra,-71.324300,8.436900,2034,ve,2,2,1,0,0,0,1,2,pge:15635,,launch,0,pge:15635,pge
3771,pge:15637,Abbey Hill,-9.047800,53.140200,210,ie,0,0,0,0,0,0,2,2,pge:15637,,launch,0,pge:15637,pge
3772,pge:15638,Tungareshwar,72.928200,19.431000,626,in,0,2,2,2,0,0,0,0,pge:15638,,launch,0,pge:15638,pge
3773,pge:15639,The Bluff,138.602000,-35.592100,9,au,0,0,0,0,1,2,0,0,pge:15639,,launch,0,pge:15639,pge
3774,pge:15640,Tappanapa,138.253000,-35.643200,167,au,0,0,0,2,0,0,0,0,pge:15640,,launch,0,pge:15640,pge
3775,pge:15641,Blowhole Beach,138.154000,-35.647500,224,au,0,0,0,0,2,2,0,0,pge:15641,,launch,0,pge:15641,pge
3776,pge:15642,Sellicks Beach,138.446900,-35.338200,60,au,0,0,0,0,0,0,1,1,ansg:6-237;pge:15642,,launch,0,ansg:6;pge:15642,ansg
3777,pge:15643,Snapper Rocks,138.448000,-35.269800,19,au,2,0,0,0,0,0,0,1,pge:15643,,launch,0,pge:15643,pge
3778,pge:15644,Fryer St,138.501000,-35.065500,46,au,0,0,0,0,0,0,2,1,pge:15644,,launch,0,pge:15644,pge
3779,pge:15645,Mount Terrible,138.523000,-35.311100,343,au,2,0,0,0,0,0,0,1,pge:15645,,launch,0,pge:15645,pge
3780,pge:15646,Boomer beach,138.673000,-35.535900,13,au,0,0,0,0,2,0,0,0,pge:15646,,launch,0,pge:15646,pge
3781,pge:15647,Middleton Beach,138.714000,-35.512800,12,au,0,0,0,0,0,0,0,0,pge:15647,,launch,0,pge:15647,pge
3782,pge:15648,Weaver Bally,-123.003000,40.797900,2122,us,0,0,2,2,1,1,1,2,pge:15648,,launch,0,pge:15648,pge
3783,pge:15649,Grants Headland - SE Bonnys,152.839400,-31.607700,35,au,0,0,1,1,0,0,0,0,ansg:117-224;pge:15649,,launch,0,ansg:117;pge:15649,ansg
3784,pge:15650,Bartletts Reserve - NE Bonnys,152.842300,-31.594800,18,au,0,2,2,0,0,0,0,0,ansg:118-225;pge:15650,,launch,0,ansg:118;pge:15650,ansg
3785,pge:15652,Aragatsotn 2,44.179800,40.236300,1063,am,2,2,0,0,0,0,0,2,pge:15652,,launch,0,pge:15652,pge
3786,pge:15653,Ilbisil,36.762100,-2.133120,2037,ke,2,2,2,2,2,2,2,2,pge:15653,,launch,0,pge:15653,pge
3787,pge:15654,Alpe  Bill (Macugnaga),7.957700,45.979900,1789,it,0,0,0,2,2,0,0,0,pge:15654,,launch,0,pge:15654,pge
3788,pge:15656,Meråker,11.684600,63.455900,620,no,0,0,1,2,2,1,0,0,pge:15656,,launch,0,pge:15656,pge
3789,pge:15657,Rye (Trondheim),10.312700,63.269900,310,no,2,0,0,0,0,0,2,2,pge:15657,,launch,0,pge:15657,pge
3790,pge:15658,Tenerife - Izana (Izaña) - South-East,-16.491600,28.322400,2222,es,0,0,2,0,0,0,0,0,pge:15658,,launch,0,pge:15658,pge
3791,pge:15659,Tenerife - Barranco Honda,-16.368700,28.398700,622,es,0,0,0,0,2,0,0,0,pge:15659,,launch,0,pge:15659,pge
3792,pge:15660,Drniš,16.185500,43.872600,460,hr,0,0,0,1,2,0,0,0,pge:15660,,launch,0,pge:15660,pge
3793,pge:15661,Tenerife - Los Gigantes / Tamaima,-16.817900,28.249000,574,es,0,0,0,0,0,2,2,0,pge:15661,,launch,0,pge:15661,pge
3794,pge:15662,Chambas,-78.965100,22.161600,380,cu,1,2,1,0,1,1,0,0,pge:15662,,launch,0,pge:15662,pge
3795,pge:15663,Remetea mica,21.422200,45.899400,181,ro,2,2,2,0,0,0,2,2,pge:15663,,launch,0,pge:15663,pge
3796,pge:15665,Krynica Morska,19.447900,54.388700,15,pl,2,1,0,0,0,0,0,0,pge:15665,,launch,0,pge:15665,pge
3797,pge:15668,Kollnig,12.789000,46.851600,1352,at,0,0,0,2,2,2,0,0,pge:15668,,launch,0,pge:15668,pge
3798,pge:15670,Azacualpa,-87.107200,13.943100,1853,hn,0,0,2,0,0,0,0,0,pge:15670,,launch,0,pge:15670,pge
3799,pge:15671,"Danli, Bella Vista",-86.541600,13.988700,1178,hn,0,0,0,2,2,2,0,0,pge:15671,,launch,0,pge:15671,pge
3800,pge:15672,la Villa de San Fransisco,-87.001200,14.171500,1707,hn,0,2,2,1,0,0,0,0,pge:15672,,launch,0,pge:15672,pge
3801,pge:15673,Suvorovo,27.630900,43.303700,300,bg,0,0,0,0,0,0,2,2,pge:15673,,launch,0,pge:15673,pge
3802,pge:15674,Galsa,21.681200,46.275900,378,ro,0,0,0,0,2,1,2,1,pge:15674,,launch,0,pge:15674,pge
3803,pge:15675,Tokpada,72.792900,19.389500,0,in,2,2,2,2,2,2,2,2,pge:15675,,launch,1,pge:15675,pge
3804,pge:15677,Rucas,7.229520,44.744600,1581,it,0,0,1,2,2,1,0,0,pge:15677,,launch,1,pge:15677,pge
3805,pge:15678,The 'G',-111.702000,40.371100,5840,us,0,0,0,0,0,2,2,2,pge:15678,,launch,0,pge:15678,pge
3806,pge:15679,Venchan,27.374300,43.242800,284,bg,2,2,0,0,2,2,0,0,pge:15679,,launch,0,pge:15679,pge
3807,pge:15680,Hvidbjerg,9.741820,55.648400,11,dk,0,0,0,0,0,0,0,0,pge:15680,,launch,0,pge:15680,pge
