id,ref,name,longitude,latitude,altitude,country,wind_n,wind_ne,wind_e,wind_se,wind_s,wind_sw,wind_w,wind_nw,source,closed,site_type,tow,site_group,primary
9408,pge:6174,Burdha Arch,35.500000,29.472900,1360,jo,0,0,2,0,0,0,0,0,pge:6174,,launch,0,pge:6174,pge
9409,pge:6175,Small rock north of Khazali,35.421200,29.528800,1023,jo,0,0,0,0,0,0,0,0,pge:6175,,launch,0,pge:6175,pge
9410,pge:6176,Saint Hilaire du Touvet,5.888060,45.306900,906,fr,1,1,2,1,1,1,1,1,pge:6176,,launch,0,pge:6176,pge
9411,pge:6177,Organya,1.324400,42.228600,825,es,0,0,0,0,2,0,0,0,pge:6177,,launch,0,pge:6177,pge
9412,pge:6180,Loma Bola,-65.369100,-26.822600,1362,ar,0,0,1,2,1,0,0,0,pge:6180,,launch,0,pge:6180,pge
9413,pge:6181,Plan de l'Aiguille (Chamonix),6.883690,45.902200,2275,fr,0,0,0,0,0,0,2,0,pge:6181,,launch,0,pge:6181,pge
9414,pge:6182,Allevard-south takeoff,6.115010,45.392200,1549,fr,0,0,0,1,2,1,0,0,pge:6182,,launch,0,pge:6182,pge
9415,pge:6183,Allevard-les Plagnes,6.147500,45.387800,2066,fr,0,0,0,0,2,2,0,0,pge:6183,,launch,0,pge:6183,pge
9416,pge:6184,Varces - Pré du Four,5.632750,45.081700,1236,fr,0,0,2,2,0,0,0,0,pge:6184,,launch,0,pge:6184,pge
9417,pge:6186,Kerak,35.690000,31.223000,1039,jo,0,0,0,0,2,2,0,0,pge:6186,,launch,0,pge:6186,pge
9418,pge:6187,Col du Glandon,6.172220,45.239700,1918,fr,2,0,0,0,2,0,0,0,pge:6187,,launch,0,pge:6187,pge
9419,pge:6191,Castle Morton,-2.348520,52.044900,254,gb,0,0,2,0,0,0,0,0,pge:6191,,launch,0,pge:6191,pge
9420,pge:6192,Draycott,-2.720850,51.254500,253,gb,0,0,0,0,0,2,0,0,pge:6192,,launch,0,pge:6192,pge
9421,pge:6193,Frocester,-2.299620,51.709600,227,gb,0,0,0,0,0,0,2,0,pge:6193,,launch,0,pge:6193,pge
9422,pge:6194,Ubley,-2.674410,51.312400,185,gb,0,2,0,0,0,0,0,0,pge:6194,,launch,0,pge:6194,pge
9423,pge:6195,Westbury - Bratton Camp,-2.144230,51.264200,215,gb,2,1,0,0,0,0,0,0,pge:6195,,launch,0,pge:6195,pge
9424,pge:6196,South Cerney,-1.920430,51.687500,109,gb,0,0,0,0,0,0,0,0,pge:6196,,launch,0,pge:6196,pge
9425,pge:6197,Souther Fell,-2.996790,54.656400,472,gb,0,0,2,2,0,0,0,0,pge:6197,,launch,0,pge:6197,pge
9426,pge:6198,Nont Sarahs,-1.978830,53.617800,376,gb,0,0,0,2,2,2,0,0,pge:6198,,launch,0,pge:6198,pge
9427,pge:6199,Semer Water,-2.145940,54.285600,491,gb,0,0,1,2,1,0,0,0,pge:6199,,launch,0,pge:6199,pge
9428,pge:6200,Stags Fell,-2.195290,54.325100,469,gb,0,0,0,1,2,2,1,0,pge:6200,,launch,0,pge:6200,pge
9429,pge:6201,Wether Fell,-2.204270,54.275600,544,gb,0,0,0,0,0,0,1,1,pge:6201,,launch,0,pge:6201,pge
9430,pge:6202,Windbank,-2.053570,54.129300,364,gb,0,0,0,0,1,2,1,0,pge:6202,,launch,0,pge:6202,pge
9431,pge:6203,Cats Tor,-2.009000,53.280700,507,gb,0,0,0,0,0,2,2,2,pge:6203,,launch,0,pge:6203,pge
9432,pge:6204,Lords Seat,-1.819700,53.347900,491,gb,2,1,0,0,0,0,0,0,pge:6204,,launch,0,pge:6204,pge
9433,pge:6205,Stanage,-1.629900,53.345400,427,gb,0,0,0,0,0,2,0,0,pge:6205,,launch,0,pge:6205,pge
9434,pge:6206,Bampton Quarry,-3.478590,50.973100,202,gb,0,0,0,0,0,0,2,0,pge:6206,,launch,0,pge:6206,pge
9435,pge:6207,Bossington Hill,-3.572580,51.224600,234,gb,0,0,0,0,0,0,2,0,pge:6207,,launch,0,pge:6207,pge
9436,pge:6208,Branscombe,-3.155290,50.688000,133,gb,0,0,0,0,0,0,0,0,pge:6208,,launch,0,pge:6208,pge
9437,pge:6209,Bratton Ball,-3.510660,51.214600,269,gb,0,0,0,0,2,0,0,0,pge:6209,,launch,0,pge:6209,pge
9438,pge:6210,Brent Knoll,-2.945840,51.253800,123,gb,0,0,2,0,2,2,0,0,pge:6210,,launch,0,pge:6210,pge
9439,pge:6211,Codden Hill,-4.026020,51.047600,175,gb,0,2,0,0,0,0,0,0,pge:6211,,launch,0,pge:6211,pge
9440,pge:6212,Coney s Castle,-2.890800,50.776700,188,gb,0,0,2,0,0,0,0,0,pge:6212,,launch,0,pge:6212,pge
9441,pge:6213,Crook Peak,-2.879290,51.295700,145,gb,0,0,0,0,0,2,0,0,pge:6213,,launch,0,pge:6213,pge
9442,pge:6214,East Hill,-3.249900,50.732000,238,gb,0,0,0,0,0,0,2,0,pge:6214,,launch,0,pge:6214,pge
9443,pge:6215,Farway,-3.143820,50.740300,203,gb,0,2,0,0,0,0,0,0,pge:6215,,launch,0,pge:6215,pge
9444,pge:6216,Ford Farm,-2.900760,51.146300,55,gb,0,0,0,0,2,0,0,0,pge:6216,,launch,0,pge:6216,pge
9445,pge:6217,Ham Hill,-2.743220,50.952200,119,gb,0,0,0,0,0,0,2,0,pge:6217,,launch,0,pge:6217,pge
9446,pge:6218,North Hill,-3.500790,51.219200,213,gb,2,0,0,0,0,0,0,0,pge:6218,,launch,0,pge:6218,pge
9447,pge:6219,Peak Hill,-3.262600,50.677000,153,gb,0,0,0,0,0,0,2,0,pge:6219,,launch,0,pge:6219,pge
9448,pge:6220,Porlock Hill,-3.626310,51.205000,327,gb,0,2,0,0,0,0,0,0,pge:6220,,launch,0,pge:6220,pge
9449,pge:6221,Raddon Hill,-3.563110,50.817300,216,gb,0,0,0,0,2,0,0,0,pge:6221,,launch,0,pge:6221,pge
9450,pge:6222,Sandy Bay,-3.357120,50.616600,19,gb,0,0,0,2,0,0,0,0,pge:6222,,launch,0,pge:6222,pge
9451,pge:6223,Selworthy Sands,-3.568430,51.229200,191,gb,2,0,0,0,0,0,0,0,pge:6223,,launch,0,pge:6223,pge
9452,pge:6224,Telegraph Hill,-3.536020,50.640500,159,gb,0,0,2,0,0,0,0,0,pge:6224,,launch,0,pge:6224,pge
9453,pge:6225,Triscombe,-3.202940,51.110300,302,gb,0,0,0,0,0,2,0,0,pge:6225,,launch,0,pge:6225,pge
9454,pge:6226,Withycombe,-3.421710,51.162700,182,gb,0,2,0,0,0,0,0,0,pge:6226,,launch,0,pge:6226,pge
9455,pge:6227,Crete Road,1.139890,51.101300,146,gb,0,0,0,0,0,2,0,0,pge:6227,,launch,0,pge:6227,pge
9456,pge:6228,Shadoxhurst,0.834762,51.111800,40,gb,0,0,0,0,0,0,0,0,pge:6228,,launch,1,pge:6228,pge
9457,pge:6230,Dunstable,-0.538200,51.873400,192,gb,0,0,0,0,0,1,2,0,pge:6230,,launch,0,pge:6230,pge
9458,pge:6231,Sharpenhoe,-0.445800,51.957900,147,gb,0,2,0,0,0,0,0,0,pge:6231,,launch,0,pge:6231,pge
9459,pge:6232,Broughton Heights,-3.408510,55.661600,430,gb,0,0,0,0,0,2,2,2,pge:6232,,launch,0,pge:6232,pge
9460,pge:6233,Tinto (North),-3.707580,55.592200,378,gb,2,1,0,0,0,0,0,1,pge:6233,,launch,0,pge:6233,pge
9461,pge:6234,Tinto (South),-3.699560,55.590500,520,gb,0,0,0,1,2,1,0,0,pge:6234,,launch,0,pge:6234,pge
9462,pge:6236,Kettle sings,-2.339700,52.076900,341,gb,0,0,2,0,0,0,1,0,pge:6236,,launch,0,pge:6236,pge
9463,pge:6237,Cromer,1.341900,52.919500,27,gb,2,0,0,0,0,0,0,0,pge:6237,,launch,0,pge:6237,pge
9464,pge:6239,Mundesley,1.415000,52.889300,27,gb,0,2,0,0,0,0,0,0,pge:6239,,launch,0,pge:6239,pge
9465,pge:6240,Old Hunstanton,0.484732,52.953600,0,gb,0,0,0,0,0,0,0,2,pge:6240,,launch,0,pge:6240,pge
9466,pge:6241,Hill Farm,0.813800,52.694700,76,gb,2,2,2,2,2,2,2,2,pge:6241,,launch,1,pge:6241,pge
9467,pge:6243,Blackhall,-1.282500,54.752800,32,gb,0,2,1,0,0,0,0,0,pge:6243,,launch,0,pge:6243,pge
9468,pge:6244,Capt Cooks Monument,-1.095360,54.485400,303,gb,0,0,0,0,0,2,0,0,pge:6244,,launch,0,pge:6244,pge
9469,pge:6245,Easington,-1.309500,54.786100,18,gb,0,0,2,0,0,0,0,0,pge:6245,,launch,0,pge:6245,pge
9470,pge:6246,Saltburn,-0.957100,54.584700,29,gb,2,2,0,0,0,0,0,0,pge:6246,,launch,0,pge:6246,pge
9471,pge:6247,Cross Fell,-2.525900,54.701800,530,gb,0,0,0,0,0,2,1,0,pge:6247,,launch,0,pge:6247,pge
9472,pge:6248,East Hill,-1.949410,55.440600,214,gb,0,0,0,2,0,0,0,0,pge:6248,,launch,0,pge:6248,pge
9473,pge:6250,Moneylaws,-2.207970,55.608400,143,gb,0,0,0,0,0,0,0,2,pge:6250,,launch,0,pge:6250,pge
9474,pge:6254,Whiteside - White Knowe,-3.320940,55.704800,390,gb,0,0,0,0,0,0,0,0,pge:6254,,launch,0,pge:6254,pge
9475,pge:6255,Cartridge Hill,-2.498070,53.673400,380,gb,0,0,0,0,0,0,2,0,pge:6255,,launch,0,pge:6255,pge
9476,pge:6256,Hameldon Hill,-2.294290,53.758600,333,gb,2,0,0,0,0,0,0,0,pge:6256,,launch,0,pge:6256,pge
9477,pge:6257,Parlick,-2.616100,53.900500,423,gb,0,1,2,2,2,2,2,1,pge:6257,,launch,0,pge:6257,pge
9478,pge:6258,Pendle,-2.340620,53.860000,296,gb,0,0,0,0,0,0,0,2,pge:6258,,launch,0,pge:6258,pge
9479,pge:6259,Winter Hill,-2.515700,53.630200,454,gb,2,2,0,0,0,0,0,2,pge:6259,,launch,0,pge:6259,pge
9480,pge:6263,Hay Bluff,-3.109050,52.016800,656,gb,0,2,0,0,0,0,0,2,pge:6263,,launch,0,pge:6263,pge
9481,pge:6268,Beesands,-3.662230,50.247500,100,gb,0,0,2,0,0,0,0,0,pge:6268,,launch,0,pge:6268,pge
9482,pge:6269,Belstone,-3.964180,50.697900,380,gb,0,0,2,0,0,0,0,0,pge:6269,,launch,0,pge:6269,pge
9483,pge:6270,Black Hill (Manaton),-3.746620,50.597900,377,gb,0,0,2,0,0,0,0,0,pge:6270,,launch,0,pge:6270,pge
9484,pge:6271,Dizzard,-4.589620,50.764800,78,gb,2,0,0,0,0,0,0,0,pge:6271,,launch,0,pge:6271,pge
9485,pge:6272,King Tor,-3.825170,50.619200,477,gb,0,2,0,0,0,0,0,0,pge:6272,,launch,0,pge:6272,pge
9486,pge:6273,Polhawn Fields,-4.217210,50.326400,77,gb,0,0,0,0,0,0,2,0,pge:6273,,launch,0,pge:6273,pge
9487,pge:6274,Strete,-3.638740,50.299100,28,gb,0,0,0,2,0,0,0,0,pge:6274,,launch,0,pge:6274,pge
9488,pge:6275,Struddick Farm,-4.404680,50.365800,122,gb,0,0,0,0,2,0,0,0,pge:6275,,launch,0,pge:6275,pge
9489,pge:6276,Whitsand,-4.250380,50.344600,44,gb,0,0,0,0,0,2,0,0,pge:6276,,launch,0,pge:6276,pge
9490,pge:6277,Widgery Cross,-4.069870,50.653800,382,gb,0,0,0,0,0,0,2,0,pge:6277,,launch,0,pge:6277,pge
9491,pge:6279,Devil's Dyke,-0.212960,50.885700,193,gb,2,0,0,0,0,0,1,2,pge:6279,,launch,0,pge:6279,pge
9492,pge:6280,Ditchling Beacon,-0.109698,50.903300,222,gb,2,1,0,0,0,0,0,1,pge:6280,,launch,0,pge:6280,pge
9493,pge:6281,Bo-Peep,0.128400,50.820100,183,gb,1,2,1,0,0,0,0,0,pge:6281,,launch,0,pge:6281,pge
9494,pge:6282,Newhaven Cliffs,0.047800,50.782000,55,gb,0,0,0,0,2,0,0,0,pge:6282,,launch,0,pge:6282,pge
9495,pge:6283,Firle,0.084400,50.833800,165,gb,2,0,0,0,0,0,0,2,pge:6283,,launch,0,pge:6283,pge
9496,pge:6284,Combe Gibbet,-1.477150,51.359900,220,gb,2,0,0,0,0,0,0,2,pge:6284,,launch,0,pge:6284,pge
9497,pge:6285,Liddington,-1.700200,51.516300,268,gb,0,0,0,0,0,2,0,2,pge:6285,,launch,0,pge:6285,pge
9498,pge:6286,Milk Hill,-1.856310,51.379000,262,gb,0,0,0,0,0,2,0,0,pge:6286,,launch,0,pge:6286,pge
9499,pge:6289,Sik Hiu  -  Khao Sadao,101.598000,14.920000,523,th,0,0,0,1,2,1,0,0,pge:6289,,launch,0,pge:6289,pge
9500,pge:6290,Petchaburi  -  Khoa Dan,99.798900,13.034200,290,th,0,1,2,1,0,0,0,0,pge:6290,,launch,0,pge:6290,pge
9501,pge:6291,Chumpon  - Khoa Pang,99.133300,10.583300,41,th,1,1,2,1,1,1,2,1,pge:6291,,launch,0,pge:6291,pge
9502,pge:6292,Tower Hill,73.543600,18.747700,889,in,0,1,2,1,0,0,0,0,pge:6292,,launch,0,pge:6292,pge
9503,pge:6293,Shelar Site,73.552000,18.817700,700,in,0,0,0,0,0,0,2,1,pge:6293,,launch,0,pge:6293,pge
9504,pge:6563,Kalogeriko,23.218900,40.494800,917,gr,0,0,0,0,0,0,0,0,pge:6563,,launch,0,pge:6563,pge
9505,pge:6564,Kithenonas,23.252600,38.207000,627,gr,2,2,1,0,0,0,0,1,pge:6564,,launch,0,pge:6564,pge
9506,pge:6565,Amfiklia,22.565300,38.619900,1117,gr,2,2,2,0,0,0,2,2,pge:6565,,launch,0,pge:6565,pge
9507,pge:6566,Anavissos,23.933600,37.750800,455,gr,0,0,0,0,0,0,0,0,pge:6566,,launch,0,pge:6566,pge
9508,pge:6567,Kerasies,21.796700,40.874200,1625,gr,1,0,1,2,2,2,1,0,pge:6567,,launch,0,pge:6567,pge
9509,pge:6568,Servia / Kastania,22.032300,40.171000,1145,gr,0,0,0,0,0,0,0,0,pge:6568,,launch,0,pge:6568,pge
9510,pge:6569,Asprageloi,20.724400,39.820800,1061,gr,0,0,0,0,1,1,1,0,pge:6569,,launch,0,pge:6569,pge
9511,pge:6570,Profitis,23.172500,40.486600,480,gr,0,0,2,2,2,2,2,1,pge:6570,,launch,0,pge:6570,pge
9512,pge:6571,Kalentzio,20.986900,39.461300,1108,gr,0,0,0,0,0,0,0,0,pge:6571,,launch,0,pge:6571,pge
9513,pge:6572,Abdou,25.432100,35.219100,608,gr,2,1,0,0,0,0,1,2,pge:6572,,launch,0,pge:6572,pge
9514,pge:6574,Toksotes,24.749800,41.117200,876,gr,0,0,1,1,2,2,0,0,pge:6574,,launch,0,pge:6574,pge
9515,pge:6575,Kandili,23.375400,38.064400,740,gr,0,0,0,2,2,2,1,0,pge:6575,,launch,0,pge:6575,pge
9516,pge:6576,Paramithia,20.548200,39.458200,816,gr,0,0,0,0,1,2,2,0,pge:6576,,launch,0,pge:6576,pge
9517,pge:6577,Sopot,24.750300,42.687900,1453,bg,0,0,1,2,2,2,1,0,pge:6577,,launch,0,pge:6577,pge
9518,pge:6578,Platanakia,22.901100,41.326200,1306,gr,0,0,0,0,0,0,0,0,pge:6578,,launch,0,pge:6578,pge
9519,pge:6579,Sikourio,22.611400,39.792200,915,gr,0,0,0,0,1,2,2,1,pge:6579,,launch,0,pge:6579,pge
9520,pge:6580,Papadates,20.809200,39.323700,981,gr,0,0,0,0,0,1,2,1,pge:6580,,launch,0,pge:6580,pge
9521,pge:6581,Kalyvia Olympus,22.278000,40.023800,1228,gr,2,0,0,0,2,2,2,2,pge:6581,,launch,0,pge:6581,pge
9522,pge:6582,Elassona,22.148400,39.895600,616,gr,0,0,0,1,2,1,0,0,pge:6582,,launch,0,pge:6582,pge
9523,pge:6583,Eykarpia,22.969000,40.678000,251,gr,0,0,0,0,0,0,0,0,pge:6583,,launch,0,pge:6583,pge
9524,pge:6584,Assiros,22.961000,40.823400,385,gr,0,0,0,0,0,0,0,0,pge:6584,,launch,0,pge:6584,pge
9525,pge:6585,Voula,23.789100,37.877500,532,gr,0,0,0,0,0,0,0,0,pge:6585,,launch,0,pge:6585,pge
9526,pge:6586,Konitsa,20.758800,40.059800,1044,gr,0,0,0,0,0,0,0,0,pge:6586,,launch,0,pge:6586,pge
9527,pge:6587,Vavdos,23.248700,40.425500,535,gr,0,0,0,0,0,0,0,0,pge:6587,,launch,0,pge:6587,pge
9528,pge:6588,El mirador de los condores,-64.933500,-32.405100,2102,ar,1,0,0,0,0,2,2,2,pge:6588,,launch,0,pge:6588,pge
9529,pge:6589,Ravna gora South,15.984300,46.271100,661,hr,0,0,0,1,2,2,2,0,pge:6589,,launch,0,pge:6589,pge
9530,pge:6590,Nyikom,19.761300,47.910000,622,hu,0,0,0,0,1,1,2,2,pge:6590,,launch,0,pge:6590,pge
9531,pge:6591,Nagy-Eged,20.412000,47.928800,506,hu,0,0,0,2,1,2,1,2,pge:6591,,launch,0,pge:6591,pge
9532,pge:6595,Mystic,146.965750,-36.758550,797,au,1,0,0,0,0,0,0,0,ansg:210-86;pge:6595,,launch,0,ansg:210;pge:6595,ansg
9533,pge:6596,Chopok,19.588700,48.943400,1985,sk,2,1,0,1,2,1,0,1,pge:6596,,launch,0,pge:6596,pge
9534,pge:6598,Algodonales - Levante,-5.393500,36.898100,1027,es,0,0,2,2,2,0,0,0,pge:6598,,launch,0,pge:6598,pge
9535,pge:6599,Buchenberg Startplatz 2,10.811116,47.606651,1134,de,1,1,0,0,0,0,0,0,dhv:408-buchenberg-startplatz-2;pge:6599,,launch,0,dhv:408;pge:6599,dhv
9536,pge:6600,Neunerköpfle Startplatz 1,10.541891,47.482518,1824,at,0,0,0,0,0,0,1,1,dhv:1243-neunerkoepfle-startplatz-1;pge:6600,,launch,0,dhv:1243;pge:6600,dhv
9537,pge:6601,Otivar,-3.702030,36.833700,893,es,0,0,2,2,2,2,0,0,pge:6601,,launch,0,pge:6601,pge
9538,pge:6603,Solfjellstua,10.463000,59.939600,314,no,0,0,0,0,0,0,0,0,pge:6603,,launch,0,pge:6603,pge
9539,pge:6604,Galfera Startplatz,8.095164,46.404558,2172,ch,0,0,0,1,1,1,0,0,dhv:1696-galfera-startplatz;pge:6604,,launch,0,dhv:1696;pge:6604,dhv
9540,pge:6606,Usambara ridge,38.280200,-4.837870,986,tz,0,0,1,1,2,2,2,0,pge:6606,,launch,0,pge:6606,pge
9541,pge:6607,Sár-hegy,19.969400,47.792700,474,hu,0,0,0,2,1,0,0,0,pge:6607,,launch,0,pge:6607,pge
9542,pge:6608,Óbuda,19.002700,47.555800,446,hu,0,2,0,0,0,0,0,0,pge:6608,,launch,0,pge:6608,pge
9543,pge:6609,Kartal,19.551600,47.700500,157,hu,1,0,0,2,1,0,0,2,pge:6609,,launch,1,pge:6609,pge
9544,pge:6611,Padova,11.654500,45.356500,464,it,0,0,0,0,1,2,1,0,pge:6611,,launch,0,pge:6611,pge
9545,pge:6613,York - Greenhills Towing - Humphrey's,116.952000,-31.871000,312,au,1,1,1,1,1,1,1,1,ansg:89-170;pge:6613,,launch,0,ansg:89;pge:6613,ansg
9546,pge:6614,Japetic,15.603500,45.740900,801,hr,0,0,0,1,2,1,0,0,pge:6614,,launch,0,pge:6614,pge
9547,pge:6615,Sljeme,15.920600,45.916900,556,hr,2,1,0,0,0,1,2,2,pge:6615,,launch,0,pge:6615,pge
9548,pge:6616,Buzet - Zavoj,13.965200,45.444500,492,hr,0,0,0,0,1,2,1,0,pge:6616,,launch,0,pge:6616,pge
9549,pge:6617,Governador Valadares - Pico do Ibituruna,-41.915000,-18.886600,1070,br,2,1,0,1,2,1,0,1,pge:6617,,launch,0,pge:6617,pge
9550,pge:6618,Serro Ventoso,-8.844280,39.537400,527,pt,0,0,0,2,0,0,0,0,pge:6618,,launch,0,pge:6618,pge
9551,pge:6623,Mertola,-7.744620,37.691000,143,pt,0,0,0,0,0,0,0,0,pge:6623,,launch,0,pge:6623,pge
9552,pge:6624,Seia,-7.636900,40.421500,1322,pt,0,0,0,0,0,0,0,0,pge:6624,,launch,0,pge:6624,pge
9553,pge:6625,Bornes,-6.965670,41.463700,1125,pt,1,0,0,0,0,0,2,2,pge:6625,,launch,0,pge:6625,pge
9554,pge:6626,Penedo Durao,-6.860470,41.042700,627,pt,0,1,1,2,2,2,1,0,pge:6626,,launch,0,pge:6626,pge
9555,pge:6627,Marshall (San Bernardino),-117.303000,34.210000,1205,us,0,0,1,1,2,2,1,0,pge:6627,,launch,0,pge:6627,pge
9556,pge:6629,Val della Torre,7.463610,45.161800,984,it,0,1,2,2,2,1,1,0,pge:6629,,launch,0,pge:6629,pge
9557,pge:6630,Revine,12.208400,46.002800,1108,it,0,0,1,2,1,0,0,0,pge:6630,,launch,0,pge:6630,pge
9558,pge:6631,Castejon de Sos - Liri,0.552700,42.534100,2325,es,0,0,0,0,2,1,1,0,pge:6631,,launch,0,pge:6631,pge
9559,pge:6632,Polvoeira N,-9.049000,39.720000,29,pt,0,0,0,0,0,2,1,0,pge:6632,,launch,0,pge:6632,pge
9560,pge:6633,Valkininkai,24.843900,54.372900,119,lt,2,2,2,2,2,2,2,2,pge:6633,,launch,1,pge:6633,pge
9561,pge:6634,Klüsserath Startplatz 1 Südwest,6.871165,49.847669,300,de,0,0,0,0,1,1,0,0,dhv:149-kluesserath-startplatz-1-suedwest;pge:6634,,launch,0,dhv:149;pge:6634,dhv
9562,pge:6635,Flowerdale (3 Sisters),145.281000,-37.295700,484,au,2,1,0,0,1,0,0,1,pge:6635,,launch,0,pge:6635,pge
9563,pge:6637,Fanas Startplatz 2,9.684139,47.000439,1793,ch,1,0,0,1,1,0,0,0,dhv:1292-fanas-startplatz-2;pge:6637,,launch,0,dhv:1292;pge:6637,dhv
9564,pge:6638,Praia a Mare,15.804500,39.891800,590,it,0,0,0,0,1,2,1,1,pge:6638,,launch,0,pge:6638,pge
9565,pge:6639,Guduline,25.041900,54.916200,142,lt,0,0,0,0,0,0,0,0,pge:6639,,launch,0,pge:6639,pge
9566,pge:6640,Tegelberg SP Bergstation Tegelbergbahn,10.779857,47.559851,1707,de,0,1,0,0,0,0,0,1,dhv:1101-tegelberg-sp-bergstation-tegelbergbahn;pge:6640,,launch,0,dhv:1101;pge:6640,dhv
9567,pge:6641,Bunster Hill,-1.790700,53.060700,311,gb,0,0,0,2,2,2,0,0,pge:6641,,launch,0,pge:6641,pge
9568,pge:6642,Mt. Baldy at the Towers,-149.514000,61.336500,560,us,0,0,0,0,0,1,2,2,pge:6642,,launch,0,pge:6642,pge
9569,pge:6643,Zlatnik,13.715200,50.514400,446,cz,0,0,0,0,2,2,1,0,pge:6643,,launch,0,pge:6643,pge
9570,pge:6644,Policka,16.266500,49.740800,569,cz,0,0,0,0,0,0,0,0,pge:6644,,launch,0,pge:6644,pge
9571,pge:6645,Saldus,22.435600,56.696000,117,lv,0,0,0,0,0,0,0,0,pge:6645,,launch,0,pge:6645,pge
9572,pge:6646,Bagaslaviskis,24.837600,55.065400,114,lt,0,0,0,0,0,0,0,0,pge:6646,,launch,0,pge:6646,pge
9573,pge:6647,Emberger Alm Startplatz 1,13.149944,46.772306,1735,at,0,0,0,0,1,1,0,0,dhv:1305-emberger-alm-startplatz-1;pge:6647,,launch,0,dhv:1305;pge:6647,dhv
9574,pge:6648,Mam Tor,-1.809900,53.349600,493,gb,0,0,0,2,2,0,0,2,pge:6648,,launch,0,pge:6648,pge
9575,pge:6649,Kartena,21.574300,55.919000,70,lt,2,0,0,0,0,0,0,0,pge:6649,,launch,0,pge:6649,pge
9576,pge:6650,Cuesta Barriga,-70.923900,-33.525900,737,cl,0,0,0,0,0,0,0,0,pge:6650,,launch,0,pge:6650,pge
9577,pge:6651,Monte Avena (Feltre),11.826400,46.029400,1379,it,0,0,1,1,2,2,1,0,pge:6651,,launch,0,pge:6651,pge
9578,pge:6652,Pisagua,-70.200500,-19.593200,338,cl,0,0,0,0,0,0,0,0,pge:6652,,launch,0,pge:6652,pge
9579,pge:6654,Iquique - Clavijo,-70.118400,-20.242700,526,cl,0,0,0,0,0,0,0,0,pge:6654,,launch,0,pge:6654,pge
9580,pge:6655,Woodrat Mountain,-123.004000,42.231700,1135,us,1,0,0,0,0,1,2,1,pge:6655,,launch,0,pge:6655,pge
9581,pge:6656,Llangollen,-3.136310,52.955600,387,gb,2,0,0,0,0,0,0,2,pge:6656,,launch,0,pge:6656,pge
9582,pge:6657,Obere Wengi Startplatz,7.627300,47.325903,951,ch,0,0,0,0,1,0,0,0,dhv:1751-obere-wengi-startplatz;pge:6657,,launch,0,dhv:1751;pge:6657,dhv
9583,pge:6658,Fairy Meadows,74.585400,35.405300,2995,pk,0,0,0,0,0,0,0,0,pge:6658,,launch,0,pge:6658,pge
9584,pge:6659,First Startplatz,8.055132,46.657449,2123,ch,0,0,0,1,1,1,0,0,dhv:1585-first-startplatz;pge:6659,,launch,0,dhv:1585;pge:6659,dhv
9585,pge:6660,Laber Startplatz östl. der Bergstation,11.103573,47.586274,1682,de,1,0,0,0,1,0,0,0,dhv:616-laber-startplatz-oestl-der-bergstation;pge:6660,,launch,0,dhv:616;pge:6660,dhv
9586,pge:6661,Wildkogel Startplatz 1,12.280889,47.279306,2049,at,0,0,0,0,1,1,0,0,dhv:1266-wildkogel-startplatz-1;pge:6661,,launch,0,dhv:1266;pge:6661,dhv
9587,pge:6662,Neustadt-Glewe,11.614700,53.356700,32,de,0,0,0,0,0,0,0,0,pge:6662,,launch,0,pge:6662,pge
9588,pge:6663,Pieve d Alpago - Dolada,12.352700,46.191700,1494,it,0,0,0,0,1,2,0,0,pge:6663,,launch,0,pge:6663,pge
9589,pge:6664,Mt. Tavor,35.381900,32.688800,461,il,0,0,0,0,1,2,1,0,pge:6664,,launch,0,pge:6664,pge
9590,pge:6665,Zichron,34.946000,32.580600,102,il,0,0,0,0,0,2,2,2,pge:6665,,launch,0,pge:6665,pge
9591,pge:6666,Torre de Moncorvo - Serra do Reboredo,-7.037280,41.165300,842,pt,1,0,0,0,1,1,2,2,pge:6666,,launch,0,pge:6666,pge
9592,pge:6667,Kovk,13.959300,45.886500,846,si,0,0,0,1,1,2,1,0,pge:6667,,launch,0,pge:6667,pge
9593,pge:6668,Sorica,14.009500,46.231100,1465,si,0,0,1,2,2,0,0,0,pge:6668,,launch,0,pge:6668,pge
9594,pge:6669,Goeriach,13.399500,46.875300,1843,at,0,0,0,0,0,0,0,0,pge:6669,,launch,0,pge:6669,pge
9595,pge:6670,Donacka gora,15.731700,46.261600,518,si,0,0,0,1,1,1,0,0,pge:6670,,launch,0,pge:6670,pge
9596,pge:6671,Pohorje,15.580000,46.516400,1023,si,2,2,0,0,0,0,0,1,pge:6671,,launch,0,pge:6671,pge
9597,pge:6672,Piedrahita -Pena Negra,-5.300730,40.421700,1920,es,2,1,0,0,0,1,2,2,pge:6672,,launch,0,pge:6672,pge
9598,pge:6673,Dills Hill,174.548000,-36.457200,63,nz,0,2,0,0,0,0,0,0,pge:6673,,launch,0,pge:6673,pge
9599,pge:6676,Krvavec,14.528100,46.296600,1665,si,0,0,2,2,2,2,2,0,pge:6676,,launch,0,pge:6676,pge
9600,pge:6677,Tenas Hill,-127.655000,55.446900,825,ca,0,0,0,0,1,2,1,0,pge:6677,,launch,0,pge:6677,pge
9601,pge:6678,Porto da Espada,-7.328670,39.347100,872,pt,0,0,0,0,0,1,2,1,pge:6678,,launch,0,pge:6678,pge
